id,left_title,right_title,left_authors,right_authors,left_keywords,right_keywords
859,linear versus nonlinear allocation rules in risk sharing under financial fairness,achieving causal fairness through generative adversarial networks,schumacher jm,"xu d,wu y,yuan s,zhang l,wu x","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","humans and ai: ethical issues in ai,machine learning: adversarial machine learning,machine learning: learning generative models"
860,linear versus nonlinear allocation rules in risk sharing under financial fairness,algorithmic fairness in computational medicine,schumacher jm,"xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","algorithmic fairness,computational medicine"
861,linear versus nonlinear allocation rules in risk sharing under financial fairness,effective exposure amortizing for fair top-k recommendation,schumacher jm,"yang t,xu z,ai q","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation"
862,linear versus nonlinear allocation rules in risk sharing under financial fairness,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",schumacher jm,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation"
863,linear versus nonlinear allocation rules in risk sharing under financial fairness,flexible and adaptive fairness-aware learning in non-stationary data streams,schumacher jm,"zhang w,zhang m,zhang j,liu z,...","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","ai fairness,flexible fairness,online classification"
864,linear versus nonlinear allocation rules in risk sharing under financial fairness,"bias, fairness and accountability with artificial intelligence and machine learning algorithms",schumacher jm,"zhou n,zhang z,nair vn,singhal h,chen j","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","ai,ml,algorithm,bias,fairness"
865,linear versus nonlinear allocation rules in risk sharing under financial fairness,applying differential privacy mechanism in artificial intelligence,schumacher jm,"zhu t,yu ps","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","artificial intelligence,differential privacy,federated learning,multi-agent system,reinforcement learning"
866,artificial intelligence in human resources management: challenges and a path forward,"artificial intelligence, intersectionality, and the future of public health","tambe p,cappelli p,yakubovich v","bauer gr,lizotte dj","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems","ajph,apha,american,association,health,journal,public,ethics,infrastructure,policy,practice"
867,artificial intelligence in human resources management: challenges and a path forward,a sociotechnical view of algorithmic fairness,"tambe p,cappelli p,yakubovich v","dolata m,feuerriegel s,schwabe g","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems","algorithmic fairness,literature review,problematization,research agenda,sociotechnical perspective,state of the art"
868,artificial intelligence in human resources management: challenges and a path forward,ai-enabled radio resource allocation in 5g for urllc and embb users,"tambe p,cappelli p,yakubovich v","elsayed m,erol-kantarci m","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems","5g mobile communication,delays,quality of service,reliability,resource management,throughput"
869,artificial intelligence in human resources management: challenges and a path forward,principal fairness for human and algorithmic decision-making,"tambe p,cappelli p,yakubovich v","imai k,jiang z","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems","algorithmic fairness,causal inference,potential outcomes,principal stratification"
870,artificial intelligence in human resources management: challenges and a path forward,a survey on datasets for fairness-aware machine learning,"tambe p,cappelli p,yakubovich v","le quy t,roy a,iosifidis v,zhang w,ntoutsi e","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems","aware machine learning,benchmark datasets,bias,datasets for fairness,discrimination,fairness"
871,artificial intelligence in human resources management: challenges and a path forward,revealing factors influencing students' perceived fairness: a case with a predictive system for math learning,"tambe p,cappelli p,yakubovich v","li c,xing w","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems","fair ai,human-centered computing,math learning,perceived fairness"
872,artificial intelligence in human resources management: challenges and a path forward,trustworthy ai: from principles to practices,"tambe p,cappelli p,yakubovich v","libo,qipeng,liubo,dishuai,liujingen,peijiquan,yijinfeng,zhoubowen","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems","trustworthy ai,accountability,explainability,fairness,generalization,privacy protection,reproducibility,robustness,transparency"
873,artificial intelligence in human resources management: challenges and a path forward,"ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox","tambe p,cappelli p,yakubovich v","pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox"
874,artificial intelligence in human resources management: challenges and a path forward,flexible and adaptive fairness-aware learning in non-stationary data streams,"tambe p,cappelli p,yakubovich v","zhang w,zhang m,zhang j,liu z,...","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems","ai fairness,flexible fairness,online classification"
875,artificial intelligence in human resources management: challenges and a path forward,"bias, fairness and accountability with artificial intelligence and machine learning algorithms","tambe p,cappelli p,yakubovich v","zhou n,zhang z,nair vn,singhal h,chen j","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems","ai,ml,algorithm,bias,fairness"
876,a framework for social fairness â€“ insights from two algorithmic decision â€“ making controversies in the netherlands,transparency and explainability of ai systems: ethical guidelines in practice,"timan t,grommÃ© f","balasubramaniam n,kauppinen m,hiekkanen k,kujala s","ai,fairness,framework,francisca grommÃ©,ssrn,tjerk timan","ai systems,ethical guidelines,explainability,quality requirements,transparency"
